mean_daily_log_return,annualized_log_return_estimate,portfolio_variance_daily,portfolio_volatility_daily,portfolio_volatility_annualized
0.00056036989386885,0.1412132132549502,0.0002471291598524323,0.01572034223076687,0.24955269640461297
