Date,AAPL,AMZN,GOOGL,MSFT
2021-03-19,-0.004490193432890637,0.015392830040768038,0.0027764516604125333,-0.0016049138478445159
2021-03-22,0.027941726427236493,0.011610547696605156,0.0018384616339621807,0.024189516406814215
2021-03-23,-0.006912562685616756,0.008523856571831514,0.005226016966818169,0.006714893233594049
2021-03-24,-0.020196131126676013,-0.016203881085462144,-0.004320314325819671,-0.008963248449696079
2021-03-25,0.004154980479512297,-0.013307791454017294,-3.451676902187895e-05,-0.01333934209662347
2021-03-26,0.005128319865184356,0.0018923206745425616,-0.0038103674288984383,0.01766190434466299
2021-03-29,0.001483831465241242,0.007735312514846097,0.01034755546114871,-0.0052572825723087675
2021-03-30,-0.012350461429501115,-0.006667777807782873,0.00033234092529445264,-0.014515690549040066
2021-03-31,0.01859167312123541,0.012616087083554913,0.007812174963697233,0.016766145966868852
2021-04-01,0.0069347483286136685,0.021397878158709596,0.032090237472172274,0.02752621397727159
2021-04-05,0.02330350312687669,0.020580800847156144,0.04101970800170657,0.02735089653135725
2021-04-06,0.00245926379998142,-0.0009022971624071701,-0.004380804069960826,-0.004869994818874116
2021-04-07,0.01330143631275937,0.01709045911872312,0.013385091830248,0.008196906777631187
2021-04-08,0.019051006406653286,0.006052887214350471,0.005078530650549334,0.013316174102298692
2021-04-09,0.0200494683958254,0.021855051421528913,0.008953664520234203,0.01021439138031959
2021-04-12,-0.013321369634252818,0.002129852126864464,-0.011538574616340678,0.0002343518056388352
2021-04-13,0.024015691362103943,0.006080225513606812,0.004360667161542101,0.010031182715003212
2021-04-14,-0.018014420330084307,-0.019902668921269934,-0.005568750333780337,-0.011282378510592838
2021-04-15,0.01853509235477116,0.013733669660684043,0.019147127875329073,0.015182038884948105
2021-04-16,-0.002531104690410014,0.006004280530908502,-0.0010945915343470074,0.004767389835269627
2021-04-19,0.0050559352444999855,-0.008101740463144907,0.0030661422361070775,-0.007700142390420372
2021-04-20,-0.012913156749850238,-0.011129268476364956,-0.004705688833481779,-0.0018569200439977837
2021-04-21,0.0029258126463426832,0.008162267510845943,-0.0002897142776517269,0.008943096483774254
2021-04-22,-0.011754253781762584,-0.015883879438343667,-0.011401847799403354,-0.013172678927266963
2021-04-23,0.017877781494335,0.009576191314045886,0.020828879126134174,0.015357605273690057
2021-04-26,0.002973571107879301,0.020184691912166108,0.004338681332610378,0.0015304371638191648
2021-04-27,-0.002452706091731098,0.0024698649221989518,-0.008237567370757884,0.0016045241146926854
2021-04-28,-0.006045267630504754,0.011946146532530181,0.02927509987450568,-0.028693367251146584
2021-04-29,-0.0007489918174579318,0.003697092085053035,0.014192696122500062,-0.008085606986339557
2021-04-30,-0.015249246069241456,-0.0011212645540177846,-0.016543849418055957,-0.0013078419689430203
2021-05-03,0.00818218206271279,-0.02361686640013657,-0.004437295848359931,-0.0012695876877252285
2021-05-04,-0.03602695900961165,-0.022280927908247625,-0.01559204176201436,-0.016291968088284623
2021-05-05,0.001953514028826667,-0.012557955081461925,0.00343604043791656,-0.005341259065560051
2021-05-06,0.012721164914247851,0.010895826077640012,0.009707461405697986,0.013140155451303625
2021-05-07,0.005313134180025587,-0.004474051509126132,0.006218443745904918,0.01087248775495233
2021-05-10,-0.026143118113820835,-0.031202294199865952,-0.02592050404677622,-0.021136228001497993
2021-05-11,-0.007438008811656863,0.010420336143649124,-0.009509429996085584,-0.003850666876596282
2021-05-12,-0.025254590518673757,-0.022576744303825176,-0.031235374464175257,-0.029802334605075986
2021-05-13,0.017761155754577016,0.0030189822880309276,0.01300018225431215,0.016721248996524912
2021-05-14,0.01965021248604995,0.019244482527551766,0.021893526462930694,0.02084826659371653
2021-05-17,-0.009301606504503344,0.01462764646007257,0.004615512623622807,-0.012040606022849098
2021-05-18,-0.011309507616410629,-0.011721487581113643,-0.011623035427557264,-0.008601964462849375
2021-05-19,-0.0012822429743328712,-0.00014852585753418506,0.003983208260998184,0.00247099707892853
2021-05-20,0.02079429893746182,0.004901676923524499,0.015486054488898046,0.013725650335504026
2021-05-21,-0.014877215147867112,-0.013828021471269424,-0.0055726560272199585,-0.00532891049853946
2021-05-24,0.013226390482718365,0.0129993563234214,0.02874858546321823,0.022623996718383554
2021-05-25,-0.0015747986267733319,0.004323491452926749,0.0007746009958042665,0.0037412950211817963
2021-05-26,-0.0003940874605890614,0.0018730010825371592,0.007353951448120213,-0.0009139353444624006
2021-05-27,-0.012454040143031427,-0.010792589148289969,-0.007434236643576417,-0.008706164246235038
2021-05-28,-0.005362255234620602,-0.002181807353604432,-0.0024706323186249888,0.0014830317325936486
2021-06-01,-0.002651930492701894,-0.0013723560569097765,0.010270113741652577,-0.009173671455001718
2021-06-02,0.006256556058887915,0.004754641593085972,-0.00445718282799106,-0.00040427959649705505
2021-06-03,-0.012228682637166635,-0.014633490299348802,-0.00975397601554415,-0.006450186320436543
2021-06-04,0.018843649379204037,0.0060095641643640885,0.019400939442999636,0.020463828715642
2021-06-07,7.944344374807495e-05,-0.0025639767739557943,0.0036407687297412418,0.01196999973077313
2021-06-08,0.0066497078110306,0.02045844509486988,-0.0016081799050889547,-0.004897372026482948
2021-06-09,0.0030724193385784377,0.005206770515708458,0.003953221969669458,0.0040303810927765395
2021-06-10,-0.008055643121063334,0.020661910893956897,0.011228487892130061,0.014290598843785569
2021-06-11,0.009784678875603444,-0.0008421810689315857,-0.002026495902526141,0.002523815279377363
2021-06-14,0.024280719196832005,0.011006334685231454,0.0076692967080625825,0.00772527632882885
2021-06-15,-0.006458729284640607,-0.00021872359760794925,-0.008414509406655894,-0.00590479220457632
2021-06-16,0.00392631396863681,0.009449397061352359,-0.00534285391364552,-0.0038001671016256134
2021-06-17,0.01252218538276924,0.02143330072900694,0.008007784343786422,0.013583673366255858
2021-06-18,-0.0101429057019937,-0.000670883305820527,-0.013500182469389832,-0.005650309630798876
2021-06-21,0.014005407688809372,-0.009491708765252797,0.014066734698483383,0.012259165322243816
2021-06-22,0.01261828386002005,0.014794678093753032,0.004243437356579754,0.01090654623204699
2021-06-23,-0.0020920212699991106,-0.00046229652298874693,-0.0016649425831689426,-0.0009045436340754187
2021-06-24,-0.0021714311979055827,-0.015746270765313524,0.003049662849804669,0.005338766844062493
2021-06-25,-0.002251232368026586,-0.013902758645549816,6.932384637606147e-05,-0.006281603757806614
2021-06-28,0.012468299512126158,0.012396928694551673,0.00022445321486273123,0.01386492463309873
2021-06-29,0.011434330246799528,0.0012332733462509843,-0.002152744042415283,0.0099234000677663
2021-06-30,0.004610572406102205,-0.0023169853895690052,-0.001497617153855084,-0.0018439134186533908
2021-07-01,0.0022609381125667915,-0.002092189192267082,0.0029032861742488117,0.002580668027039827
2021-07-02,0.01940663769484519,0.02246941064938596,0.02271386569278659,0.022030761736819275
2021-07-06,0.014611248213721848,0.04585930904650017,0.0074170438831082834,3.6341100314134e-05
2021-07-07,0.017796090093576442,0.0056535525885647525,0.0022480876679021175,0.008141878153272648
2021-07-08,-0.009242113838121872,0.009378115281815287,-0.0113711063694882,-0.00900642285607433
2021-07-09,0.012970078043755313,-0.0032399471675578434,0.0037874305958591485,0.0018724266895820557
2021-07-12,-0.004212187857165428,-0.00021237069203446337,0.011540968552115848,-0.00223335110614712
2021-07-13,0.007858011136842149,-0.011138754050319735,0.0028782929408385813,0.0131118076839054
2021-07-14,0.023814681324875426,0.0011740849089997769,0.007007671181012398,0.005430044743815241
2021-07-15,-0.004502249740630054,-0.013806009042966375,-0.009653476769648292,-0.005252312172826248
2021-07-16,-0.014175656276975326,-0.015981254351190455,-0.00027568337439500245,-0.000997020543538092
2021-07-19,-0.02728340590575117,-0.006749758546577603,-0.0190189224598183,-0.01341089668062697
2021-07-20,0.025642352787369586,0.006626609097477396,0.01301125786434307,0.008304732696972579
2021-07-21,-0.005144803439685083,0.0033554749445127334,0.010557334510130932,0.007418935664008758
2021-07-22,0.009582521332734741,0.014628121323517897,0.006817225448333398,0.01670369391908636
2021-07-23,0.011917722151808917,0.005102345801164877,0.03514414817505055,0.012261303731761881
2021-07-26,0.0028903478418833522,0.011739458318775493,0.007638968203332721,-0.0021424870071001293
2021-07-27,-0.015012535166415658,-0.02004647134574264,-0.01605696971374078,-0.008721784860004498
2021-07-28,-0.012270831925043675,0.0010831503488784933,0.031301890262050915,-0.0011172919355909746
2021-07-29,0.004541857015829129,-0.00840919910387896,-0.002328293712253648,0.000977864821331962
2021-07-30,0.0015097729259686808,-0.07866330887549154,-0.0077707502305580526,-0.00556535401881641
2021-08-02,-0.002333758669830487,0.0011683541547145397,0.0009497536987270364,-0.00031589562296138843
2021-08-03,0.012564827958538475,0.010379692962522098,0.005734106385465346,0.00804278544978515
2021-08-04,-0.0027860221737964386,-0.003428109147843768,-0.003726740128282819,-0.002126649519859956
2021-08-05,0.0007481226269930669,0.006320347457217287,0.008298395378058586,0.010450773171914679
2021-08-06,-0.004778471525634092,-0.009239891315900388,-0.003771933006585165,-0.0002071594306381397
2021-08-09,-0.0003421107410877015,-0.0009181548153357011,0.008615324980106311,-0.0039114098864678586
2021-08-10,-0.003359773079699446,-0.006361004973165342,-0.0007746410506327871,-0.006576433433819534
2021-08-11,0.00178429749160307,-0.008640868502137664,-0.003866652622490586,0.0017791284044144338
2021-08-12,0.020560405170440596,0.0034538388189029033,0.006691514685567121,0.009916978339152657
2021-08-13,0.0014093848566865913,-0.0028889970825907705,0.003881017735634649,0.010435000797106945
2021-08-16,0.01345703119678945,0.0015227871766333222,0.004217022692673407,0.005958075503415902
2021-08-17,-0.006173118248257566,-0.017438191452478862,-0.011986974230348106,-0.005172842096044074
2021-08-18,-0.02583172745840979,-0.012646113476257194,-0.008911763561663988,-0.006137749509255687
2021-08-19,0.0023202129900228557,-0.004216696494284563,0.0017039046613143178,0.020561913913034736
2021-08-20,0.010105588274225051,0.0038198497898503034,0.012812068502287116,0.025253974302432612
2021-08-23,0.01020488536512575,0.02039103748353467,0.01882765503633062,0.0009522637470736468
2021-08-24,-0.0006015267482796779,0.012146253464241655,0.008673809476149843,-0.006685596019518826
2021-08-25,-0.008456852727186367,-0.0019985098458953207,0.005770512245141317,-0.0020178444914917947
2021-08-26,-0.005542584375912372,0.005085305152845157,-0.004503810840937197,-0.00971535609932212
2021-08-27,0.007159212211265109,0.010090674197310714,0.017961790460403988,0.002103883725258021
2021-08-30,0.02996351367392615,0.021249618004886027,0.004064447919547969,0.012829686045914944
2021-08-31,-0.008460512552202646,0.014282714711431693,0.0007397610840030569,-0.005648666314547751
2021-09-01,0.004468850276117572,0.0023626160329893353,0.0035734502584614035,-0.00016555963127466938
2021-09-02,0.007447117116498418,-0.004574927931495782,-0.013369109932809013,-0.002255724642620636
2021-09-03,0.004221835308462724,0.004301820154126882,0.0031530265435045206,-3.291656717945675e-05
2021-09-07,0.015370164168323697,0.008941925919554996,0.003756544349758763,-0.0031931092937642737
2021-09-08,-0.010134600057166291,0.004608538783881409,-0.00409418410975874,0.00010001167866226454
2021-09-09,-0.006727858170444072,-0.011795296134862758,-0.001044364365624768,-0.009908872193193983
2021-09-10,-0.033662047049807194,-0.004317307606338972,-0.018740663023762243,-0.0051941088117855435
2021-09-13,0.0038860638383641606,-0.0034592661286029646,0.010285935970284108,0.004319009787682567
2021-09-14,-0.009608189081753761,-0.0020761346389200496,0.001488065697191419,0.009384164364726204
2021-09-15,0.006124897913640177,0.007447589064120205,0.01313740684709065,0.01663897628388141
2021-09-16,-0.001611750087349361,0.003575505609499879,-0.0056902602643564976,0.0013113569947169814
2021-09-17,-0.018518499452350838,-0.007400637151307249,-0.019760785432683413,-0.017683627725913757
2021-09-20,-0.02159206748029653,-0.03132736193754281,-0.014886427140621031,-0.01874959150940896
2021-09-21,0.003421861273080839,-0.0036122637458179565,0.0022572822859978116,0.0016975167201997068
2021-09-22,0.01673168009668292,0.010833453848678572,0.008954281572173126,0.012740694313091005
2021-09-23,0.006696834951403372,0.010579777062858911,0.006625107688078216,0.003277011034575031
2021-09-24,0.0006126341033060845,0.0027829969154169873,0.007049494816945167,-0.0007011771602427544
2021-09-27,-0.010605918710094382,-0.005773469524888403,-0.008069748575824017,-0.017455669263618478
2021-09-28,-0.024089319272810425,-0.026732621677354657,-0.03786622134896646,-0.036875034721129546
2021-09-29,0.0064620454466729465,-0.004485396155336227,-0.010929864638174304,0.0016914167526632673
2021-09-30,-0.009355298577069624,-0.004882981617736262,-0.0050555768786554834,-0.007350935791152558
2021-10-01,0.008094316787317285,-0.0005420246980202862,0.021220792663832682,0.025149398956744933
2021-10-04,-0.024913417864467827,-0.02888485808454832,-0.021344062732306976,-0.02093724793010572
2021-10-05,0.014058895156246327,0.009739950346903852,0.017528283876258648,0.019760247463641845
2021-10-06,0.006287326492145777,0.012651646071788683,0.011272867158571433,0.0149522172841969
2021-10-07,0.009043663121327828,0.012315060502089633,0.011994686638253618,0.005918801246936159
2021-10-08,-0.0027255688330696513,-0.004190573462060326,0.004017795196954418,0.0
2021-10-11,-0.000629873973886112,-0.012952121105274618,-0.006254129864759857,-0.0021051945547233926
2021-10-12,-0.009144711732121263,0.0003172241904451794,-0.017904118054681315,-0.0045985564512012736
2021-10-13,-0.004249041756047612,0.011314351840536129,0.00826933868801986,0.011643132672347765
2021-10-14,0.020023681634840407,0.004732543058962018,0.025610169720560964,0.021501068109170105
2021-10-15,0.007484888539784265,0.03254486320029431,0.0015359909546923496,0.004811219576059819
2021-10-18,0.011736813813331682,0.01100400576947037,0.009924741760807668,0.010073629111284668
2021-10-19,0.014967542796848494,-0.0007517249304827118,0.0032094692017549326,0.003054202594076851
2021-10-20,0.003355378148706119,-0.00848206698962188,-0.010301713616826809,-0.002663778017078733
2021-10-21,0.00147307042162599,0.005824760045406363,0.0008250697563001338,0.010838354888541638
2021-10-22,-0.005299271373362872,-0.029382296136388146,-0.030916452219825037,-0.0051619415911701725
2021-10-25,-0.00033624266007103884,-0.004561377086082202,-0.0008692323907772365,-0.0033371642690873905
2021-10-26,0.004564643025604217,0.016636110939323188,0.013452816548965841,0.00640519349132357
2021-10-27,-0.003152784313721989,0.004851848967382222,0.04840416276814885,0.041251748426578805
2021-10-28,0.024684531740914846,0.01581542696620515,-0.002523288223655134,0.0036443436421519184
2021-10-29,-0.018322568569803428,-0.021745984346714802,0.014951264022784438,0.022166656876885387
2021-11-01,-0.005623232864257307,-0.01623822909338356,-0.03120906476527221,-0.0068077540977794495
2021-11-02,0.0070906846782275825,-0.0016167159617979095,0.0133978104045441,0.01135068668055148
2021-11-03,0.009751007612829281,0.021279781969291613,0.007982182163746325,0.0026082902772066726
2021-11-04,-0.0035045005356774085,0.02711146442608225,0.011323982657195475,0.00727884221177826
2021-11-05,0.003575729149406533,0.012004091021206855,0.003934470420244832,-0.0011300364249533345
2021-11-08,-0.005567910713097964,-0.008564519878774466,0.001201733392278622,0.002763683534294418
2021-11-09,0.002456132885877098,0.024699674045048896,-0.0007551240251340735,-0.0030911221585016154
2021-11-10,-0.01934906496309737,-0.026687971077505174,-0.020522343244088873,-0.015448252409545614
2021-11-11,-0.00033802787522986533,-0.0027463665972794556,-0.0008707878669068746,0.004915106861842091
